domains1,qty_sent,delivered,bounced,Textbox33,opened,Textbox34,click,Textbox35,unsub,Textbox37,complaints,Textbox54,gross_opens,gross_clicks,all_click_activity,total_clicks_negated,Textbox16,qty_sent1,delivered1,bounced1,Textbox38,opened1,Textbox39,click1,Textbox40,unsub1,Textbox41,Textbox44,Textbox58,Textbox5,Textbox12,Textbox56,Textbox49,Textbox19
conestogameats.com,1751,1751,0,0,521,0.29754426,35,0.019988578,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
olymel.com,1706,1706,0,0,184,0.107854631,26,0.015240328,1,0.000586166,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
kerry.com,1692,1685,7,0.004137116,138,0.08189911,54,0.032047478,3,0.001780415,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
bwfoods.com,1682,1679,3,0.001783591,654,0.38951757,103,0.061346039,1,0.000595593,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
agribeef.com,1676,1672,4,0.002386635,226,0.135167464,92,0.055023923,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
uark.edu,1656,1656,0,0,385,0.232487923,102,0.061594203,3,0.001811594,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
handtmann.us,1643,1643,0,0,846,0.514911747,50,0.030432136,2,0.001217285,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
gostampede.com,1627,1627,0,0,314,0.192993239,34,0.020897357,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
farbestfoods.com,1623,1583,40,0.024645718,486,0.307012003,102,0.064434618,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
merck.com,1606,1606,0,0,676,0.420921544,47,0.029265255,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
hantover.com,1599,1599,0,0,517,0.323327079,96,0.060037523,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
essentiaproteins.com,1595,1588,7,0.004388715,1099,0.692065491,112,0.070528967,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
coloradopremium.com,1589,1585,4,0.002517306,1042,0.657413249,8,0.005047319,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
pfgc.com,1588,1577,4,0.002518892,472,0.299302473,57,0.036144578,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
colostate.edu,1575,1574,1,0.000634921,754,0.479034307,80,0.050825921,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
meyerfoods.com,1566,1465,101,0.06449553,1205,0.822525597,41,0.027986348,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
okfoods.com,1559,1516,43,0.027581783,399,0.263192612,24,0.015831135,1,0.000659631,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
aviagen.com,1555,1538,17,0.010932476,1082,0.703511053,79,0.05136541,1,0.000650195,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
fcsamerica.com,1548,1548,0,0,742,0.479328165,49,0.031653747,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
empiricalfoods.com,1528,1528,0,0,498,0.32591623,207,0.135471204,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
sysco.com,1527,1527,0,0,1,0.000654879,1,0.000654879,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
millerpoultry.com,1524,1524,0,0,857,0.562335958,64,0.041994751,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
tamu.edu,1513,1502,11,0.007270324,628,0.418109188,90,0.059920107,2,0.001331558,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
farmerfocus.com,1512,1497,15,0.009920635,323,0.215764863,68,0.045424182,1,0.000668003,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
marubeni.com,1508,1508,0,0,291,0.192970822,26,0.017241379,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
winpak.com,1507,1503,4,0.00265428,375,0.249500998,98,0.065202927,1,0.000665336,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
applegate.com,1497,1497,0,0,292,0.19505678,98,0.065464262,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
vfgmail.com,1495,1495,0,0,439,0.293645485,115,0.076923077,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
us.mcd.com,1487,1487,0,0,14,0.009414929,6,0.00403497,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
nimanranch.com,1485,1485,0,0,632,0.425589226,41,0.027609428,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
meatinstitute.org,1455,1455,0,0,1063,0.730584192,154,0.105841924,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
mac.com,1454,1452,2,0.001375516,1164,0.801652893,46,0.031680441,2,0.00137741,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
elancoah.com,1448,1448,0,0,264,0.182320442,56,0.038674033,1,0.000690608,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
okstate.edu,1438,1436,2,0.001390821,481,0.334958217,17,0.01183844,3,0.002089136,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
ymail.com,1431,1431,0,0,702,0.490566038,41,0.028651293,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
superiorfarms.com,1422,1409,13,0.009142053,668,0.474095103,52,0.036905607,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
cardinalmeats.com,1397,1397,0,0,569,0.40730136,20,0.014316392,1,0.00071582,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
thomasfoodsusa.com,1396,1373,23,0.016475645,479,0.348871085,28,0.020393299,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
sofinafoods.com,1395,1395,0,0,90,0.064516129,29,0.02078853,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
pillers.com,1382,1377,5,0.003617945,718,0.521423384,30,0.021786492,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
smartchicken.com,1380,1373,7,0.005072464,689,0.50182083,93,0.067734887,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
hogslat.com,1378,1378,0,0,736,0.534107402,60,0.043541364,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
abfoodsusa.com,1356,1355,1,0.000737463,141,0.104059041,59,0.043542435,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
nueske.com,1348,1337,11,0.008160237,504,0.376963351,42,0.031413613,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
cactusfeeders.com,1345,1316,29,0.021561338,58,0.044072948,58,0.044072948,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
pssi.co,1339,1338,1,0.000746826,273,0.204035874,35,0.026158445,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
wholefoods.com,1302,1302,0,0,75,0.057603687,11,0.008448541,1,0.000768049,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
prestagefoods.com,1278,1273,5,0.003912363,362,0.284367636,45,0.035349568,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
cloverdalefoods.com,1278,1277,1,0.000782473,477,0.373531715,30,0.023492561,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
gfs.com,1276,1276,0,0,736,0.576802508,49,0.038401254,12,0.009404389,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
corbion.com,1276,1276,0,0,207,0.162225705,4,0.003134796,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
kqf.com,1274,1274,0,0,391,0.306907378,94,0.073783359,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
rogers.com,1273,1273,0,0,818,0.642576591,39,0.030636292,2,0.001571092,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
newlywedsfoods.com,1269,1263,6,0.004728132,162,0.128266033,59,0.046714173,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
nipponham.co.jp,1267,1267,0,0,140,0.110497238,28,0.022099448,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
prestagefarms.com,1264,1220,44,0.034810127,419,0.343442623,48,0.039344262,1,0.000819672,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
uga.edu,1259,1258,1,0.000794281,593,0.471383148,22,0.017488076,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
greatrangebison.com,1259,1259,0,0,383,0.30420969,63,0.050039714,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
pork.org,1248,1248,0,0,682,0.546474359,107,0.085737179,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
fplfood.com,1236,1236,0,0,378,0.305825243,42,0.033980583,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
dailysmeats.com,1232,1232,0,0,133,0.107954545,74,0.060064935,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
standardmeat.com,1212,1209,3,0.002475248,192,0.158808933,28,0.023159636,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
christensenfarms.com,1211,1209,2,0.001651528,167,0.138130687,63,0.052109181,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
swaggertys.com,1201,1201,0,0,622,0.517901749,76,0.0632806,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
leidys.com,1179,1178,1,0.000848176,269,0.228353141,57,0.048387097,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
dfequip.com,1173,1173,0,0,316,0.269394714,76,0.064791134,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
airgas.com,1164,1140,24,0.020618557,737,0.646491228,62,0.054385965,2,0.001754386,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
devro.com,1162,1162,0,0,178,0.153184165,38,0.032702238,1,0.000860585,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
pigsrus.net,1155,1155,0,0,318,0.275324675,61,0.052813853,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
miturkey.com,1146,1145,1,0.0008726,338,0.295196507,49,0.04279476,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
msu.edu,1146,1140,6,0.005235602,669,0.586842105,126,0.110526316,2,0.001754386,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
marlen.com,1143,1143,0,0,474,0.414698163,61,0.053368329,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
lopezfoods.com,1132,1119,13,0.011484099,391,0.349419124,41,0.036639857,1,0.000893655,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
wisc.edu,1127,1127,0,0,582,0.516415262,102,0.090505768,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
godshalls.com,1123,1120,3,0.002671416,42,0.0375,42,0.0375,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
startkleen.com,1121,1121,0,0,638,0.569134701,70,0.062444246,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
oldtrapper.com,1118,1118,0,0,509,0.455277281,88,0.078711986,3,0.002683363,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
cavinessbeef.com,1116,1116,0,0,527,0.472222222,100,0.089605735,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
zoetis.com,1108,1107,1,0.000902527,68,0.061427281,5,0.004516712,1,0.000903342,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
bih-us.com,1097,1051,46,0.041932543,179,0.170313987,45,0.042816365,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
kiolbassa.com,1091,1063,28,0.025664528,409,0.384760113,23,0.021636877,2,0.001881468,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
harpak-ulma.com,1084,1083,1,0.000922509,749,0.691597415,80,0.073868883,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
gea.com,1081,1075,6,0.005550416,116,0.107906977,13,0.012093023,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
gwf.com.au,1080,1074,6,0.005555556,12,0.011173184,2,0.001862197,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
elanco.com,1072,1072,0,0,339,0.316231343,44,0.041044776,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
nbeef.com,1070,1067,3,0.002803738,375,0.351452671,97,0.090909091,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
corp.sysco.com,1069,1069,0,0,33,0.030869972,21,0.019644528,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
kroger.com,1060,1057,3,0.002830189,150,0.141911069,33,0.031220435,1,0.000946074,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
mitsubishicorp.com,1058,1057,1,0.00094518,165,0.156102176,1,0.000946074,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
teysaust.com.au,1057,1057,0,0,142,0.134342479,35,0.033112583,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
windstream.net,1056,1056,0,0,347,0.328598485,32,0.03030303,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
illinois.edu,1050,1048,2,0.001904762,324,0.309160305,59,0.05629771,10,0.009541985,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
effem.com,1047,1046,1,0.00095511,633,0.605162524,56,0.053537285,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
weberweb.com,1045,1044,1,0.000956938,383,0.366858238,11,0.010536398,1,0.000957854,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
baader.com,1044,999,45,0.043103448,270,0.27027027,48,0.048048048,1,0.001001001,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
buckheadmeat.com,1044,1044,0,0,1,0.000957854,1,0.000957854,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
claxtonpoultry.com,1034,1034,0,0,511,0.494197292,103,0.099613153,1,0.000967118,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0
pfnmeats.com,1028,996,32,0.031128405,323,0.324297189,21,0.021084337,0,0,0,0,0,0,0,0,0,1080156,1074236,5903,0.005464951,420501,0.391441918,53549,0.04984845,801,0.000745646,23,2.14105652761591E-05,0,0,0,0,0